cuvette + x13 (1500 h2o 500ul x2 25uL x11 20uL ldh 20ul x4),,
Wavelength (nm),Abs,
400.0725403,0.004994469695,
398.9899292,0.005168558564,
398.0617981,0.005551868584,
396.9788513,0.005270289257,
396.050415,0.005436048377,
394.9671021,0.005489812698,
394.0383911,0.005625288002,
392.9547424,0.005913001951,
392.0257263,0.005652535241,
390.9417114,0.006160549819,
390.0124207,0.005940818228,
388.9280701,0.006112740841,
387.9984741,0.006173835602,
387.0687561,0.006364710163,
385.9838867,0.006479070522,
385.053894,0.006736326963,
383.968689,0.006842658855,
383.0383911,0.007277040742,
381.9528809,0.007323793601,
381.0222778,0.007365654223,
379.9364319,0.007313815877,
379.0055542,0.007416813634,
378.0745239,0.00786816515,
376.9881897,0.008187334985,
376.0568848,0.008496206254,
374.9702148,0.008834197186,
374.0386353,0.009024210274,
372.9516296,0.00917980168,
372.0197754,0.009643868543,
370.9324646,0.01020774804,
370.0003357,0.01040912699,
369.0680542,0.01043078955,
367.9802551,0.01077599544,
367.0477295,0.01111937873,
365.9595947,0.01106069051,
365.0267639,0.01154639106,
363.938324,0.01191728096,
363.005249,0.01203934103,
362.0720215,0.0126654245,
360.9831238,0.01275069267,
360.0496216,0.01283008512,
358.9604187,0.01332161296,
358.0266418,0.01377529837,
356.9371033,0.01405592449,
356.0030823,0.01431773603,
355.0689392,0.01451297477,
353.9789429,0.01482115593,
353.0445251,0.01541518979,
351.9542236,0.01540786773,
351.0195313,0.01552871242,
349.9289246,0.01595369354,
348.993988,0.0162272118,
348.0588989,0.01682672463,
346.967865,0.01697307825,
346.0325317,0.01696290448,
344.9411621,0.01697493531,
344.0055847,0.01742194779,
343.0698547,0.01751451567,
341.9780579,0.01796248741,
341.0421143,0.01777701825,
339.9500122,0.01825236715,
339.0137939,0.0182922706,
338.0774536,0.01875691116,
336.9848938,0.01869837008,
336.0483093,0.01855494641,
334.9554749,0.01864008233,
334.0186462,0.01905181073,
332.9255066,0.01905976236,
331.9884338,0.01896816306,
331.0512085,0.0188766364,
329.9576721,0.01919488423,
